dim_crop_id,dim_source,dim_load_date,crop
760371D83A9FA7376ED20DB1FAD9DC3C,RACP,09/08/22 07:42:00,Avocado
76512FA770E5A5F971C5768052163DB3,RACP,09/08/22 07:42:00,Cassava
7912D3A10CBC042815CF0CAD30CCA349,RACP,09/08/22 07:42:00,Other ornamental plants
798C0F67D97FF64063E5191696E624B2,RACP,09/08/22 07:42:00,Rhubarb
79A0622491C295E65C5919BE67A72047,RACP,09/08/22 07:42:00,Green bean / string bean
7A45292F1E77199FD1AE7C10818AA4F9,RACP,09/08/22 07:42:00,Dragonfruit leaves
7A49079BDFE7DDFC749A8DE17FECCAA8,RACP,09/08/22 07:42:00,Cocoa
802CA4815850FE334F6391EB6D1BD0D7,RACP,09/08/22 07:42:00,Hyssop
827E50B8BB870B22E2ED86AB098F124C,RACP,09/08/22 07:42:00,Cabbage
82B4DE2651DE8119E39817AD8C01EE9D,RACP,09/08/22 07:42:00,Primrose
82EF3F9DEB9BBB56B19B33A090556902,RACP,09/08/22 07:42:00,Moringa
83366AA2D57D195F72550A360F19852D,RACP,09/08/22 07:42:00,Apple fruit
833A0B8E505FD44BE4C0B81CF58FA925,RACP,09/08/22 07:42:00,Orange fruit
834BA8CA26129C8F73D83BA2C07EED41,RACP,09/08/22 07:42:00,Cinnamon
838D9FB3F2AB118AD744E91380497022,RACP,09/08/22 07:42:00,Baobab
84A6F5D472978AE64E8002A060994228,RACP,09/08/22 07:42:00,Lettuce
86A36016B0A9742036705C513ED11EA7,RACP,09/08/22 07:42:00,Grapes
8865157CB3B50538992893FA6C77ACAC,RACP,09/08/22 07:42:00,Passionfruit / Gulupa
88B80CAA04AF52B24B3826F300A7ED6C,RACP,09/08/22 07:42:00,Dandellion
896DD9BA4C98943CD8748FD55A836B62,RACP,09/08/22 07:42:00,Feverfew
8B5CA6C4623864BFC70C88128A6AE448,RACP,09/08/22 07:42:00,Citrus leaves
8E00E6C1660F694B1CBB152D4CAA5F66,RACP,09/08/22 07:42:00,Fennel
8F55547B30F573047F5FBD9BE7C1BB6C,RACP,09/08/22 07:42:00,Orange blossoms
90B00FF8E0583F9D3AF3282401CA666D,RACP,09/08/22 07:42:00,Salvia
9166E1BF4C6DDFBE05C0AECAA58E7F9B,RACP,09/08/22 07:42:00,Raspberry fruit
916C056E7260E4E3F17864A869FC1912,RACP,09/08/22 07:42:00,Lemongrass
95155C733A6133DD32AC16C93EB4FEC8,RACP,09/08/22 07:42:00,Cornflower
96B32B975D54AD555A84280AEEED2DFB,RACP,09/08/22 07:42:00,Tomato
9867FC0F03B1A4BA3F95D43E4A99E982,RACP,09/08/22 07:42:00,Dill
9A141538DDC0C1117B94C54A772602F9,RACP,09/08/22 07:42:00,Boldo
9B109A68E3D4B941DEE693085CEBE9B2,RACP,09/08/22 07:42:00,Mace
9BC214F82F219576C2D4D7499718F35A,RACP,09/08/22 07:42:00,Other nuts and seeds
9BC85DAAD8B7F1A712B5FBD65F22BD86,RACP,09/08/22 07:42:00,Rooibos
9F95F406479E09B1FACC21DBB47590AF,RACP,09/08/22 07:42:00,Cicely
A11F4DEE326A24C706038872E0724C18,RACP,09/08/22 07:42:00,Juniper
A13B610AD9B57492A26881B05F409EA7,RACP,09/08/22 07:42:00,Pomegranate fruit
A3ED296681873C25112E6420AC4DF7D8,RACP,09/08/22 07:42:00,Mangosteen
A72BB120C3950F6316F6159B31DF3F52,RACP,09/08/22 07:42:00,Spices
ACAE7E5F21C7891B59126600A9032FC3,RACP,09/08/22 07:42:00,Safflower
AF10ACCD9BF34CA49270B73CB09B7688,RACP,09/08/22 07:42:00,Carrot
B2D25D8654A3266CE25AA43A1EA9FA94,RACP,09/08/22 07:42:00,Fenugreek
B2DA9CE07BB4FE7CEADF1CFE4F206FAC,RACP,09/08/22 07:42:00,Hibiscus
B511DC196FA2346AD3BB069E71ABA6F4,RACP,09/08/22 07:42:00,Bitter gourd
B5AE5392DBC6E5DBEFA4EFC6FF901CCD,RACP,09/08/22 07:42:00,Garlic
B6FB0DF710541063851B2F3FBE8E45BD,RACP,09/08/22 07:42:00,Jackfruit
B800FEC7573C59FE8E44DF5B11186400,RACP,09/08/22 07:42:00,Neem leaves
B8B1CCB9D75AF26674368AAA4F8E8239,RACP,09/08/22 07:42:00,Oregano
B922CBAA3CFE0B67CEB2A693C2D01CCC,RACP,09/08/22 07:42:00,Lady's Mantle
B92E94E7B44A8051EC99819E8C04E55A,RACP,09/08/22 07:42:00,Spearmint
BA06F5BF2812E50B3028E7EB560A4B89,RACP,09/08/22 07:42:00,Cassia
BA9471CBA3A8834758FE5EA3914B04C5,RACP,09/08/22 07:42:00,Parsley
BB5FBC71E5002606F79EE2E9D4E34922,RACP,09/08/22 07:42:00,Cherry leaves
BC16353256E91CEE4067BAB572038F49,RACP,09/08/22 07:42:00,Caraway
BC49D36A4DD5F7D72553498F9C0217AD,RACP,09/08/22 07:42:00,Allspice
BC4A0ACF19B4219B419B66E11A824F01,RACP,09/08/22 07:42:00,Silver lime / silver linden
BD3BA4AA3AD770D4DDD48378D8F4BEEB,RACP,09/08/22 07:42:00,Hawthorn
BD89CF74DDE7BED1964274BE753E71EC,RACP,09/08/22 07:42:00,Verbena
BD9FE544B1ADB4D2091A664B697F2608,RACP,09/08/22 07:42:00,Pitajaya / Dragon Fruit
BE050F305B6294074A96AE95D8AA6E58,RACP,09/08/22 07:42:00,Tea
BF4C3F19DF7C28FD310309EB8719897A,RACP,09/08/22 07:42:00,Willow herb
C0669A6E391CA4AA5438311360E60AD1,RACP,09/08/22 07:42:00,Macadamia
C1E367CDBE4D1F035973308865D35220,RACP,09/08/22 07:42:00,Raspberry leaves
C21501872960E5B872B67AB248DF63B9,RACP,09/08/22 07:42:00,Sage
C6515F2665330168719F94791E665928,RACP,09/08/22 07:42:00,Strawberry fruit
C96D09DE77BE8EB21AB1562C3C62BBD2,RACP,09/08/22 07:42:00,Lime blossoms
C97E66B4EC6A856E7428282A2650E90E,RACP,09/08/22 07:42:00,Mango fruit
CAEF80F99C9FC518690039B538882FDB,RACP,09/08/22 07:42:00,Lychee fruit
CCE0719EE833CE988127E8C8EC79AD57,RACP,09/08/22 07:42:00,St. John's wort
D0F9CBFBF4FDF0BFE060390FA2F09C7C,RACP,09/08/22 07:42:00,Watercresses
D1BA9327CA993C3EB183F56B88CF733E,RACP,09/08/22 07:42:00,Mallow
D24E2D6AA31B5DB908C475A61940DF30,RACP,09/08/22 07:42:00,Lemon verbena
D28AECD908F4DB19A09749275173FF6B,RACP,09/08/22 07:42:00,Yerba Mate
D29811BBACA605B31B0AB03AA9597FF8,RACP,09/08/22 07:42:00,Chive
D3B4971E66FCB5E6E8BDFF20E8FD1725,RACP,09/08/22 07:42:00,Ginger
D432B233BC9815A73564D8BAC197959A,RACP,09/08/22 07:42:00,Star Anise
D46B063012141A12A46798FB8973C48F,RACP,09/08/22 07:42:00,Passion fruit leaves
D73F8C151E8ECE211F7C54E6B25A1260,RACP,09/08/22 07:42:00,Asparagus
DBDACFD87A70CD5B0CD75CE547E6B765,RACP,09/08/22 07:42:00,Orange leaves
DD50D7809BC2404F5A542169C4398821,RACP,09/08/22 07:42:00,Bell Peppers
DD60EEB66EA2BF551FA2BEC89504292C,RACP,09/08/22 07:42:00,Nutmeg
DDAD2BBF898844F57C4CCDF72A89EB79,RACP,09/08/22 07:42:00,Nasturtium
DE1EE818C799623251C44EB8DBE61279,RACP,09/08/22 07:42:00,Lime fruit
DE7F1A2CB84D9B134B7E551C91D751CD,RACP,09/08/22 07:42:00,Peppermint
E123AC0DC72B18BC92B2A32A83C1709C,RACP,09/08/22 07:42:00,Clove
E1E0CF4F8B26519FD59FD84ABEECBCF3,RACP,09/08/22 07:42:00,Valerian
E2142A6305829018429B6235901AF1EF,RACP,09/08/22 07:42:00,Guarana
E27972C18725BD4CF9E7E870AC93A115,RACP,09/08/22 07:42:00,Rose Hip
E2A585FCFAC84C6054FCEB811FDCE3F6,RACP,09/08/22 07:42:00,Marsh mallow
E5C122CA9EC0D83CF6E26431C32548B7,RACP,09/08/22 07:42:00,Radish
E68FD5416C3F744E517DDBD6772D3292,RACP,09/08/22 07:42:00,Blackberry fruit
E7BF5BC804482C3AE7435D1A51FBAF64,RACP,09/08/22 07:42:00,Various Foliage
E844B8404CB891E57B154008C8518284,RACP,09/08/22 07:42:00,Linden
E85C0CF987DC379520A02A5B75F5C16B,RACP,09/08/22 07:42:00,Daisy
E8FB271C03C27300F446529D1BAD6A22,RACP,09/08/22 07:42:00,Cherry fruit
E96CE4B9D13283BB5C0403B70B8F2EF3,RACP,09/08/22 07:42:00,Catnip
EA0CB0B455F624C9E74EF7277A3F1DB4,RACP,09/08/22 07:42:00,Blackberry leaves
EA2EE78E0E4CFA7B3FE677E2FFEC1F3E,RACP,09/08/22 07:42:00,Sarsaparilla
ED80CCA1740B5555E83C0F0AD939A225,RACP,09/08/22 07:42:00,Elderberry
EDE851AB202B772F6395A06327EEDFD0,RACP,09/08/22 07:42:00,Curcuma
EFD9C6B85C9D1C1DF677D899F10AC159,RACP,09/08/22 07:42:00,Lemon fruit
EFE052268030F4485B442B76A04FFA29,RACP,09/08/22 07:42:00,Banana
F0007445B8B1A92A1D5B3B43CE543720,RACP,09/08/22 07:42:00,Marigold
F2CF86B5B91443468DF6A1AE5ECFE098,RACP,09/08/22 07:42:00,Basil
F36DD75CD93ABCAEFC17CDDB777FCFE5,RACP,09/08/22 07:42:00,Spinach
F3907F00D997B9D13CE2B90D0420C5FE,RACP,09/08/22 07:42:00,Oat
F408AE9EF9049E42F60EFF8DB14384DE,RACP,09/08/22 07:42:00,Onion
F68297DB8B616E09E85EE9254BDAAE69,RACP,09/08/22 07:42:00,Grapefruit fruit
F7E6A920023BAF6309AAC99EAB6F8D45,RACP,09/08/22 07:42:00,Arugula
F820A07CE07A5A82D18339EDD055330B,RACP,09/08/22 07:42:00,Squash
F97A57858E6F9A8B2A0DF044B2C360D3,RACP,09/08/22 07:42:00,Pea
F9B05E3711CD84616CE4365C7C4E6465,RACP,09/08/22 07:42:00,Echinacea
FC40FF9E8BCAECBEF2E1E26734ADA2B7,RACP,09/08/22 07:42:00,Tamarillo
FD7200A0F8E2D578C81AD462DE52DD8C,RACP,09/08/22 07:42:00,Black Pepper
FE365F808F0F21AA5AAD75FF757A5EF8,RACP,09/08/22 07:42:00,Coriander
FF8D1DF9118CF9F2C21466101A726B96,RACP,09/08/22 07:42:00,Coffee
FF982413049F9CD96CCE7D2E71116614,RACP,09/08/22 07:42:00,Cumin
FFB0614C8E8627A42EEA730952F8A15D,RACP,09/08/22 07:42:00,Aronia
