dim_member_id,dim_source,dim_load_date,member_id,member_name,country,region,tandc_version,tandc_type,tandc_signdate,date_registered,date_validated
0D7E77625CA47D737083B221A9B25408,RACP,09/08/22 15:43:00,RAM-000100,Member-1111877,Malaysia,Asia and Pacific,1.0.,System TnC,11/09/21 00:00:00,11/09/21 00:00:00,11/11/21 00:00:00
110C6891F52EB0D28A37665289CE77EB,RACP,09/08/22 15:43:00,RAM-000075,Member-8668071,Belgium,Europe,1.0.,System TnC,09/22/21 00:00:00,09/22/21 00:00:00,09/23/21 00:00:00
1348F6FB892B04A665DA8D502A27F922,RACP,09/08/22 15:43:00,RAM-000153,Member-1052266,Egypt,Africa,1.0.,System TnC,03/17/22 00:00:00,03/17/22 00:00:00,03/24/22 00:00:00
14B9D023613B6E0BCDC601534D88B1AA,RACP,09/08/22 15:43:00,RAM-000077,Member-7797568,India,Asia and Pacific,1.0.,System TnC,09/27/21 00:00:00,09/27/21 00:00:00,09/27/21 00:00:00
167059FCD8CE3F580F88954C41939C4E,RACP,09/08/22 15:43:00,RAM-000034,Member-8823245,Japan,Asia and Pacific,1.1.,SystemLegalTnC,07/19/21 00:00:00,07/19/21 00:00:00,07/26/21 00:00:00
182EB3AAD28722E6D59627A3495368B3,RACP,09/08/22 15:43:00,RAM-000102,Member-7730892,Costa Rica,Latin America,1.1.,SystemLegalTnC,11/16/21 00:00:00,11/16/21 00:00:00,11/17/21 00:00:00
18AE239FCDCC6E4E9C678782C64E8800,RACP,09/08/22 15:43:00,RAM-000001,Member-1029004,Turkey,Asia and Pacific,6,,04/09/21 00:00:00,04/09/21 00:00:00,04/09/21 00:00:00
1A87B836248770FFACD44C5C77562C19,RACP,09/08/22 15:43:00,RAM-000105,Member-4982363,Brazil,Latin America,1.1.,SystemLegalTnC,11/25/21 00:00:00,11/25/21 00:00:00,11/26/21 00:00:00
1C4F02C3ADEB5AA2B11C30020AAEC55D,RACP,09/08/22 15:43:00,RAM-000110,Member-7223533,United States of America (the),North America,1.0.,System TnC,11/29/21 00:00:00,11/29/21 00:00:00,11/29/21 00:00:00
1C7A80F8440F61AA51382A8FCF411C2A,RACP,09/08/22 15:43:00,RAM-000144,Member-1989311,Brazil,Latin America,1.1.,SystemLegalTnC,02/21/22 00:00:00,02/21/22 00:00:00,02/22/22 00:00:00
1CA5DF0E5A570B6CC1AF968322DB9ADA,RACP,09/08/22 15:43:00,RAM-000071,Member-5792393,Germany,Europe,1.0.,System TnC,09/17/21 00:00:00,09/17/21 00:00:00,09/20/21 00:00:00
1D10FE33025B8E4EBA605E1E1A287D27,RACP,09/08/22 15:43:00,RAM-000044,Member-7122433,Kenya,Africa,1.1.,SystemLegalTnC,08/16/21 00:00:00,08/16/21 00:00:00,08/18/21 00:00:00
21296E94A2164B75E311591B137F4657,RACP,09/08/22 15:43:00,RAM-000134,Member-1300488,Kenya,Africa,1.1.,SystemLegalTnC,12/28/21 00:00:00,12/28/21 00:00:00,01/20/22 00:00:00
218A1BC360321CB0A31FBE5609820C0F,RACP,09/08/22 15:43:00,RAM-000032,Member-1055178,Colombia,Latin America,1.1.,SystemLegalTnC,07/15/21 00:00:00,07/15/21 00:00:00,07/23/21 00:00:00
240EF469ACCCB594B3729CE5C07563D7,RACP,09/08/22 15:43:00,RAM-000155,Member-1074191,Panama,Latin America,1.1.,SystemLegalTnC,03/23/22 00:00:00,03/23/22 00:00:00,03/24/22 00:00:00
24904960184A84E53C998A904B512594,RACP,09/08/22 15:43:00,RAM-000006,Member-4930339,Uganda,Africa,6,,04/16/21 00:00:00,04/16/21 00:00:00,05/11/21 00:00:00
24D9D5CDC23E50989F7309319D251891,RACP,09/08/22 15:43:00,RAM-000057,Member-5830808,Hungary,Europe,1.0.,System TnC,09/06/21 00:00:00,09/06/21 00:00:00,09/07/21 00:00:00
2531BE06CC6E64F36E842EFAE55E87FD,RACP,09/08/22 15:43:00,RAM-000113,Member-9824694,Mexico,Latin America,1.1.,SystemLegalTnC,11/30/21 00:00:00,11/30/21 00:00:00,12/02/21 00:00:00
27923B614413EAE5C9CDC4B81FEC8133,RACP,09/08/22 15:43:00,RAM-000079,Member-5992037,India,Asia and Pacific,1.1.,SystemLegalTnC,09/24/21 00:00:00,09/24/21 00:00:00,09/29/21 00:00:00
27AD1AAFE875CE94CB75AC91F2E881BB,RACP,09/08/22 15:43:00,RAM-000118,Member-6940566,India,Asia and Pacific,1.1.,SystemLegalTnC,12/07/21 00:00:00,12/07/21 00:00:00,12/08/21 00:00:00
28509221F61DBC7043C22270B315623C,RACP,09/08/22 15:43:00,RAM-000126,Member-1081935,Colombia,Latin America,1.1.,SystemLegalTnC,12/16/21 00:00:00,12/16/21 00:00:00,01/05/22 00:00:00
28F3C4E1CA75240B838A308CFBEC37B3,RACP,09/08/22 15:43:00,RAM-000180,Member-4611992,Mozambique,Africa,1.1.,SystemLegalTnC,06/01/22 00:00:00,06/01/22 00:00:00,06/02/22 00:00:00
29B5AEA12F89A8DAEA5913E62CCF86EC,RACP,09/08/22 15:43:00,RAM-000191,Member-3639185,Colombia,Latin America,1.1.,SystemLegalTnC,06/30/22 00:00:00,06/30/22 00:00:00,07/01/22 00:00:00
2AF533EB1103ED8601591E1E6932A8B6,RACP,09/08/22 15:43:00,RAM-000084,Member-3326304,Germany,Europe,1.0.,System TnC,10/04/21 00:00:00,10/04/21 00:00:00,10/05/21 00:00:00
2B58121D715ACDE552B87AA757FE6245,RACP,09/08/22 15:43:00,RAM-000186,Member-3463629,Colombia,Latin America,1.1.,SystemLegalTnC,06/22/22 00:00:00,06/22/22 00:00:00,06/23/22 00:00:00
2BAAEDD339D092B1F965B0BC292CC820,RACP,09/08/22 15:43:00,RAM-000181,Member-9493731,Austria,Europe,1.0.,System TnC,06/07/22 00:00:00,06/07/22 00:00:00,06/08/22 00:00:00
2D44C16E2B5DF568122C24EE2C625611,RACP,09/08/22 15:43:00,RAM-000021,Member-5335810,Mexico,Latin America,6,,06/03/21 00:00:00,06/02/21 00:00:00,06/11/21 00:00:00
2E529EBDF28BEC873EEBD2FBB1C8CAA1,RACP,09/08/22 15:43:00,RAM-000095,Member-6247070,Colombia,Latin America,1.1.,SystemLegalTnC,10/26/21 00:00:00,10/26/21 00:00:00,10/28/21 00:00:00
30F461F054CD5DF7B5CB1583376E425C,RACP,09/08/22 15:43:00,RAM-000086,Member-9360339,Germany,Europe,1.0.,System TnC,10/06/21 00:00:00,10/06/21 00:00:00,10/07/21 00:00:00
3113AC4149755F8B91B60D284F4F1E1B,RACP,09/08/22 15:43:00,RAM-000085,Member-7606316,Germany,Europe,1.0.,System TnC,10/06/21 00:00:00,10/06/21 00:00:00,10/07/21 00:00:00
31363D94A7BCCDFC34D12BBBD0D8DE72,RACP,09/08/22 15:43:00,RAM-000064,Member-7678667,Colombia,Latin America,1.1.,SystemLegalTnC,08/26/21 00:00:00,08/26/21 00:00:00,09/10/21 00:00:00
3265AC248EEAD2A3F2EBEEEBC49451EE,RACP,09/08/22 15:43:00,RAM-000050,Member-9636492,Japan,Asia and Pacific,1.0.,System TnC,08/27/21 00:00:00,08/27/21 00:00:00,08/27/21 00:00:00
338A67138F84CB2BD2CCFE1758CC9928,RACP,09/08/22 15:43:00,RAM-000055,Member-8517788,Sri Lanka,Asia and Pacific,1.1.,SystemLegalTnC,07/15/21 00:00:00,07/15/21 00:00:00,09/02/21 00:00:00
33BDE25B07CF6E260DEBE52D4FACDC97,RACP,09/08/22 15:43:00,RAM-000200,Member-1934152,Italy,Europe,1.0.,System TnC,09/02/22 00:00:00,09/02/22 00:00:00,09/05/22 00:00:00
34A27C708A7F19C616EE8912CB0CD086,RACP,09/08/22 15:43:00,RAM-000047,Member-6763152,Italy,Europe,1.0.,System TnC,08/23/21 00:00:00,08/23/21 00:00:00,08/24/21 00:00:00
35CB4AA764D12447E9B007E01355F7A2,RACP,09/08/22 15:43:00,RAM-000035,Member-1064459,India,Asia and Pacific,1.1.,SystemLegalTnC,07/27/21 00:00:00,07/27/21 00:00:00,08/03/21 00:00:00
366812D2A2BB818B1FCBE622CBBCD9BB,RACP,09/08/22 15:43:00,RAM-000196,Member-1073368,Pakistan,Asia and Pacific,1.0.,System TnC,07/18/22 00:00:00,07/18/22 00:00:00,07/19/22 00:00:00
378B3676764E47A516F843C6E4689D2D,RACP,09/08/22 15:43:00,RAM-000145,Member-8054530,Japan,Asia and Pacific,1.0.,System TnC,03/09/22 00:00:00,03/09/22 00:00:00,03/10/22 00:00:00
3B7255E90C6DA4E1EDCB6CD292BBE75A,RACP,09/08/22 15:43:00,RAM-000103,Member-3436759,India,Asia and Pacific,1.1.,SystemLegalTnC,11/09/21 00:00:00,11/09/21 00:00:00,11/24/21 00:00:00
3C11291B2F41118198FBF2051A6C630A,RACP,09/08/22 15:43:00,RAM-000088,Member-7819550,Sri Lanka,Asia and Pacific,1.1.,SystemLegalTnC,10/12/21 00:00:00,10/12/21 00:00:00,10/12/21 00:00:00
3C92E0EA351A819248B1C8058D3B0BDE,RACP,09/08/22 15:43:00,RAM-000058,Member-7957360,Japan,Asia and Pacific,1.1.,SystemLegalTnC,08/31/21 00:00:00,08/31/21 00:00:00,09/08/21 00:00:00
3D1006D3605904C59EA860194B2834EA,RACP,09/08/22 15:43:00,RAM-000011,Member-2295639,Kenya,Africa,6,,05/20/21 00:00:00,05/20/21 00:00:00,05/22/21 00:00:00
40C0B9C7AD77084EE2F28DE0FBDF5953,RACP,09/08/22 15:43:00,RAM-000189,Member-9767723,Germany,Europe,1.0.,System TnC,06/27/22 00:00:00,06/27/22 00:00:00,06/28/22 00:00:00
42056DB3D03EFEF987FEFA461E62B31D,RACP,09/08/22 15:43:00,RAM-000188,Member-6430560,United States of America (the),North America,1.0.,System TnC,06/23/22 00:00:00,06/23/22 00:00:00,06/27/22 00:00:00
45F9AFAA8040584C2268D8B797954205,RACP,09/08/22 15:43:00,RAM-000081,Member-7464041,Sri Lanka,Asia and Pacific,1.1.,SystemLegalTnC,09/29/21 00:00:00,09/29/21 00:00:00,10/03/21 00:00:00
47E889BAD98552D38A1AFDABDCACF849,RACP,09/08/22 15:43:00,RAM-000019,Member-5826348,China,Asia and Pacific,6,,06/04/21 00:00:00,06/04/21 00:00:00,06/08/21 00:00:00
482E075381B544DAEED4CA32179C3BEB,RACP,09/08/22 15:43:00,RAM-000149,Member-7780413,Netherlands (the),Europe,1.0.,System TnC,03/15/22 00:00:00,03/15/22 00:00:00,03/16/22 00:00:00
499FDA11C5771EA1E21196F524F1C4BD,RACP,09/08/22 15:43:00,RAM-000070,Member-9324056,Germany,Europe,1.0.,System TnC,09/17/21 00:00:00,09/17/21 00:00:00,09/17/21 00:00:00
4ABEAF9C01212EA7D21FEB9BDD2FACAE,RACP,09/08/22 15:43:00,RAM-000120,Member-8747602,C“te d'Ivoire,Africa,1.1.,SystemLegalTnC,12/13/21 00:00:00,12/13/21 00:00:00,12/14/21 00:00:00
4E51C67AC8FA8DD1ED3A67A042DB2E12,RACP,09/08/22 15:43:00,RAM-000027,Member-5986990,Costa Rica,Latin America,1.1.,SystemLegalTnC,07/01/21 00:00:00,07/01/21 00:00:00,07/05/21 00:00:00
52505D3F44BB02F07C63A1DCE2842290,RACP,09/08/22 15:43:00,RAM-000176,Member-4239154,Canada,North America,1.0.,System TnC,05/17/22 00:00:00,05/17/22 00:00:00,05/18/22 00:00:00
5339D693BA2A41FCCAD357EC2E1B6180,RACP,09/08/22 15:43:00,RAM-000154,Member-1536216,India,Asia and Pacific,1.0.,System TnC,03/24/22 00:00:00,03/24/22 00:00:00,03/24/22 00:00:00
5524983EF50F1D3886D7C869B3BFE4DC,RACP,09/08/22 15:43:00,RAM-000097,Member-8392669,United States of America (the),North America,1.0.,System TnC,11/03/21 00:00:00,11/03/21 00:00:00,11/04/21 00:00:00
56F6FABA4B7E0D5BC1CB5B25EDA2472D,RACP,09/08/22 15:43:00,RAM-000030,Member-2878046,Brazil,Latin America,1.0.,System TnC,07/13/21 00:00:00,07/13/21 00:00:00,07/22/21 00:00:00
58CCE13837A5F8847B0E1D17520C0B12,RACP,09/08/22 15:43:00,RAM-000187,Member-1040242,Poland,Europe,1.0.,System TnC,06/22/22 00:00:00,06/22/22 00:00:00,06/23/22 00:00:00
595CB924704A4E5CF2C4CC78BD9BF7B0,RACP,09/08/22 15:43:00,RAM-000074,Member-1131487,Belgium,Europe,1.0.,System TnC,09/21/21 00:00:00,09/21/21 00:00:00,09/22/21 00:00:00
59D5CCE9E58217CDBBD718E89314FCA7,RACP,09/08/22 15:43:00,RAM-000053,Member-6921081,India,Asia and Pacific,1.1.,SystemLegalTnC,09/02/21 00:00:00,09/02/21 00:00:00,09/02/21 00:00:00
5A46415345F08CFBBD5A83237CF28662,RACP,09/08/22 15:43:00,RAM-000116,Member-1094140,Malawi,Africa,1.1.,SystemLegalTnC,09/16/21 00:00:00,09/16/21 00:00:00,12/06/21 00:00:00
5B7112F56E4586D392E7C91B6261AA3A,RACP,09/08/22 15:43:00,RAM-000170,Member-6900436,United Kingdom of Great Britain and Northern Ireland (the),Europe,1.0.,System TnC,04/08/22 00:00:00,04/08/22 00:00:00,04/19/22 00:00:00
5E5F1F9AB5E6FFA5B821C1931DFB408A,RACP,09/08/22 15:43:00,RAM-000157,Member-4478957,Netherlands (the),Europe,1.0.,System TnC,03/25/22 00:00:00,03/25/22 00:00:00,03/25/22 00:00:00
5EE0E94F31D5668F59FD943DB23F1D2B,RACP,09/08/22 15:43:00,RAM-000173,Member-1320196,C“te d'Ivoire,Africa,1.1.,SystemLegalTnC,04/22/22 00:00:00,04/22/22 00:00:00,05/11/22 00:00:00
5EFF4C2A086484A1B32672294C6EEC53,RACP,09/08/22 15:43:00,RAM-000114,Member-5689185,Ethiopia,Africa,1.1.,SystemLegalTnC,12/03/21 00:00:00,12/03/21 00:00:00,12/03/21 00:00:00
5F84D45F59BEFCEDBB51E5BDE3FEBAC8,RACP,09/08/22 15:43:00,RAM-000096,Member-5347153,El Salvador,Latin America,1.1.,SystemLegalTnC,11/03/21 00:00:00,11/03/21 00:00:00,11/04/21 00:00:00
5FA62BB147A3D082D924A17F53243532,RACP,09/08/22 15:43:00,RAM-000164,Member-3262617,Peru,Latin America,1.0.,System TnC,03/29/22 00:00:00,03/29/22 00:00:00,03/30/22 00:00:00
61663485A94597323B4AF24A7DCC5C0C,RACP,09/08/22 15:43:00,RAM-000093,Member-8755732,India,Asia and Pacific,1.0.,System TnC,10/19/21 00:00:00,10/19/21 00:00:00,10/20/21 00:00:00
645AD719ECE57467B680104BFB7B86DD,RACP,09/08/22 15:43:00,RAM-000112,Member-6664452,Brazil,Latin America,1.0.,System TnC,11/24/21 00:00:00,11/24/21 00:00:00,12/02/21 00:00:00
647FE8A53E9B271EC7369C394EE8ADFD,RACP,09/08/22 15:43:00,RAM-000165,Member-8085692,Egypt,Africa,1.0.,System TnC,03/31/22 00:00:00,03/31/22 00:00:00,04/01/22 00:00:00
64E8DBFA9AD8599EBBD2E9F293770DD8,RACP,09/08/22 15:43:00,RAM-000082,Member-6001567,India,Asia and Pacific,1.1.,SystemLegalTnC,10/02/21 00:00:00,10/02/21 00:00:00,10/05/21 00:00:00
6689CBB827B55714D06364C4F21635D7,RACP,09/08/22 15:43:00,RAM-000094,Member-8111774,Ghana,Africa,1.0.,System TnC,08/23/21 00:00:00,08/23/21 00:00:00,10/25/21 00:00:00
66D66DD60698AD9C4CB32A0387091C90,RACP,09/08/22 15:43:00,RAM-000177,Member-3591830,Indonesia,Asia and Pacific,1.1.,SystemLegalTnC,05/21/22 00:00:00,05/21/22 00:00:00,05/25/22 00:00:00
673C163ADA01A7BB19A39BD87B691F3D,RACP,09/08/22 15:43:00,RAM-000073,Member-5744651,India,Asia and Pacific,1.1.,SystemLegalTnC,09/13/21 00:00:00,09/13/21 00:00:00,09/22/21 00:00:00
67D167666012508966B053C7A2F84570,RACP,09/08/22 15:43:00,RAM-000015,Member-8974288,Sri Lanka,Asia and Pacific,6,,05/24/21 00:00:00,05/24/21 00:00:00,05/24/21 00:00:00
67DC4E16DC58E283B1395CBBC4009FF0,RACP,09/08/22 15:43:00,RAM-000197,Member-1139599,United States of America (the),North America,1.0.,System TnC,07/14/22 00:00:00,07/14/22 00:00:00,07/19/22 00:00:00
6BC48664BC26B27A4937C63D2C1A66DF,RACP,09/08/22 15:43:00,RAM-000185,Member-1973628,C“te d'Ivoire,Africa,1.1.,SystemLegalTnC,06/07/22 00:00:00,06/07/22 00:00:00,06/20/22 00:00:00
6C1E88A0851CCD13D3548565CB557E29,RACP,09/08/22 15:43:00,RAM-000139,Member-1704049,Brazil,Latin America,1.0.,System TnC,02/01/22 00:00:00,02/01/22 00:00:00,02/02/22 00:00:00
6C6612E639BF467514C1D4C2C659762B,RACP,09/08/22 15:43:00,RAM-000106,Member-7520667,Peru,Latin America,1.1.,SystemLegalTnC,11/25/21 00:00:00,11/25/21 00:00:00,11/26/21 00:00:00
6D098BE791DE69558ADAF9B4948794EC,RACP,09/08/22 15:43:00,RAM-000083,Member-2535724,India,Asia and Pacific,1.1.,SystemLegalTnC,10/02/21 00:00:00,10/02/21 00:00:00,10/05/21 00:00:00
6EAB604DBEDD472379EF7002C68E1FFD,RACP,09/08/22 15:43:00,RAM-000052,Member-2766754,Indonesia,Asia and Pacific,1.1.,SystemLegalTnC,07/06/21 00:00:00,07/07/21 00:00:00,09/01/21 00:00:00
702DB95946A92C18721B0F831F4EBFF8,RACP,09/08/22 15:43:00,RAM-000167,Member-8580056,Germany,Europe,1.0.,System TnC,04/06/22 00:00:00,04/06/22 00:00:00,04/07/22 00:00:00
7033CAE5EEBFF94D0E92FDAD5652A326,RACP,09/08/22 15:43:00,RAM-000007,Member-8207543,Guatemala,Latin America,6,,04/06/21 00:00:00,04/06/21 00:00:00,05/18/21 00:00:00
71AEFAA099F14EA299A98F87D95DC8F4,RACP,09/08/22 15:43:00,RAM-000162,Member-3928981,Philippines (the),Asia and Pacific,1.1.,SystemLegalTnC,03/17/22 00:00:00,03/17/22 00:00:00,03/30/22 00:00:00
7414648E493921EA808D9D5C2B394F94,RACP,09/08/22 15:43:00,RAM-000029,Member-4035677,Brazil,Latin America,1.0.,System TnC,07/15/21 00:00:00,07/15/21 00:00:00,07/21/21 00:00:00
74C05EBBFBB94DD6FF433F04FF5FDF3D,RACP,09/08/22 15:43:00,RAM-000016,Member-1014449,China,Asia and Pacific,6,,05/28/21 00:00:00,05/28/21 00:00:00,05/28/21 00:00:00
76322E03AB718257DC90DDB64EC74DE0,RACP,09/08/22 15:43:00,RAM-000068,Member-2186196,India,Asia and Pacific,1.0.,System TnC,09/13/21 00:00:00,09/13/21 00:00:00,09/14/21 00:00:00
76A4916B59A03FAB5D8720007D6A3BF8,RACP,09/08/22 15:43:00,RAM-000122,Member-1093723,United Kingdom of Great Britain and Northern Ireland (the),Europe,1.0.,System TnC,12/16/21 00:00:00,12/16/21 00:00:00,12/17/21 00:00:00
76ADA2FC92CC476F36BF527F2C31A5D8,RACP,09/08/22 15:43:00,RAM-000051,Member-6370064,India,Asia and Pacific,1.1.,SystemLegalTnC,08/27/21 00:00:00,08/27/21 00:00:00,08/27/21 00:00:00
78DCB891E36AE4BD8F3C63462474E8D3,RACP,09/08/22 15:43:00,RAM-000117,Member-2123611,United Kingdom of Great Britain and Northern Ireland (the),Europe,1.1.,SystemLegalTnC,12/07/21 00:00:00,12/07/21 00:00:00,12/08/21 00:00:00
7CB28B5600898125D1E5814B672A6053,RACP,09/08/22 15:43:00,RAM-000008,Member-7845369,Sri Lanka,Asia and Pacific,6,,04/28/21 00:00:00,04/28/21 00:00:00,05/20/21 00:00:00
7CB32FC2305BA30FAA2B2455BBA088C1,RACP,09/08/22 15:43:00,RAM-000040,Member-9196729,Netherlands (the),Europe,1.0.,System TnC,08/13/21 00:00:00,08/13/21 00:00:00,08/13/21 00:00:00
7D3189AFB6B2D699D5F64E5681941B23,RACP,09/08/22 15:43:00,RAM-000024,Member-1143166,India,Asia and Pacific,6,,06/16/21 00:00:00,06/16/21 00:00:00,06/21/21 00:00:00
7FFE10424B72E55B91DB6A1CFA4B9789,RACP,09/08/22 15:43:00,RAM-000009,Member-6212495,Ghana,Africa,6,,05/19/21 00:00:00,05/19/21 00:00:00,05/22/21 00:00:00
84C5E58FA619844E318F902A3D13C8B5,RACP,09/08/22 15:43:00,RAM-000107,Member-4406436,Guatemala,Latin America,1.1.,SystemLegalTnC,11/23/21 00:00:00,11/23/21 00:00:00,11/26/21 00:00:00
867D09DA34AC9D3C2A1428B5792904EF,RACP,09/08/22 15:43:00,RAM-000168,Member-9203358,Trinidad and Tobago,Latin America,1.1.,SystemLegalTnC,03/24/22 00:00:00,03/24/22 00:00:00,04/07/22 00:00:00
86DF9E32F427A2B33FAF53E8BA872274,RACP,09/08/22 15:43:00,RAM-000199,Member-4176094,Nicaragua,Latin America,1.1.,SystemLegalTnC,08/30/22 00:00:00,08/30/22 00:00:00,08/31/22 00:00:00
87ABFBC9118FBE598ABDF8D93BABB8DF,RACP,09/08/22 15:43:00,RAM-000080,Member-3808290,India,Asia and Pacific,1.1.,SystemLegalTnC,09/08/21 00:00:00,09/08/21 00:00:00,09/29/21 00:00:00
8866A2F3009F885A9EA3F25B82CAA896,RACP,09/08/22 15:43:00,RAM-000045,Member-9446827,Chile,Latin America,1.0.,System TnC,08/19/21 00:00:00,08/19/21 00:00:00,08/20/21 00:00:00
8879D3C5AF1B6D6B67CB0C89A5AB8B42,RACP,09/08/22 15:43:00,RAM-000038,Member-6759339,Viet Nam,Asia and Pacific,1.1.,SystemLegalTnC,08/04/21 00:00:00,08/04/21 00:00:00,08/12/21 00:00:00
888FB8605DE1E7189C63B7487B1E4FBF,RACP,09/08/22 15:43:00,RAM-000146,Member-1019058,Switzerland,Europe,1.0.,System TnC,03/10/22 00:00:00,03/10/22 00:00:00,03/11/22 00:00:00
891659C2ECF80B5409A602A804D514DE,RACP,09/08/22 15:43:00,RAM-000123,Member-3157608,Colombia,Latin America,1.1.,SystemLegalTnC,12/09/21 00:00:00,12/09/21 00:00:00,12/17/21 00:00:00
895FC61BE53ECA5D1AB37A1659C96EBC,RACP,09/08/22 15:43:00,RAM-000063,Member-1062366,India,Asia and Pacific,1.1.,SystemLegalTnC,08/10/21 00:00:00,08/10/21 00:00:00,09/10/21 00:00:00
8C639CC7187C9052391CF7F6C0507F16,RACP,09/08/22 15:43:00,RAM-000179,Member-1034244,Italy,Europe,1.0.,System TnC,05/10/22 00:00:00,05/10/22 00:00:00,06/02/22 00:00:00
8CE3F1A6B82A6FB45CBC5CBC9D1E6F4E,RACP,09/08/22 15:43:00,RAM-000104,Member-4765132,Dominican Republic (the),Latin America,1.1.,SystemLegalTnC,11/23/21 00:00:00,11/23/21 00:00:00,11/24/21 00:00:00
8D84B9D5216FEDC4F1FF0414BFB8BF55,RACP,09/08/22 15:43:00,RAM-000131,Member-6656456,Brazil,Latin America,1.1.,SystemLegalTnC,01/06/22 00:00:00,01/06/22 00:00:00,01/07/22 00:00:00
9103AC73A20A065DD0C60E88604B76D3,RACP,09/08/22 15:43:00,RAM-000076,Member-4808952,Sri Lanka,Asia and Pacific,1.1.,SystemLegalTnC,09/27/21 00:00:00,09/27/21 00:00:00,09/27/21 00:00:00
9151D158702C15D8DD20AFA80747C22C,RACP,09/08/22 15:43:00,RAM-000101,Member-1150512,Costa Rica,Latin America,1.1.,SystemLegalTnC,11/16/21 00:00:00,11/16/21 00:00:00,11/17/21 00:00:00
92697F218D0E7294586E4E87E698A9A5,RACP,09/08/22 15:43:00,RAM-000109,Member-1093800,India,Asia and Pacific,1.1.,SystemLegalTnC,11/22/21 00:00:00,11/22/21 00:00:00,11/26/21 00:00:00
9276FCDF3128C1B4C46874FF465DC01F,RACP,09/08/22 15:43:00,RAM-000089,Member-1005488,Senegal,Africa,1.1.,SystemLegalTnC,10/04/21 00:00:00,10/04/21 00:00:00,10/15/21 00:00:00
95D10C096CE175066D31667EE4CB80EB,RACP,09/08/22 15:43:00,RAM-000060,Member-1072094,Australia,Asia and Pacific,1.0.,System TnC,09/08/21 00:00:00,09/08/21 00:00:00,09/08/21 00:00:00
971693980A69D8A83D3024ADE42DBF54,RACP,09/08/22 15:43:00,RAM-000125,Member-9383100,Brazil,Latin America,1.1.,SystemLegalTnC,12/22/21 00:00:00,12/22/21 00:00:00,12/22/21 00:00:00
97D1AD48B7295E25DF547F6AC99D1FB3,RACP,09/08/22 15:43:00,RAM-000171,Member-9094629,Cameroon,Africa,1.0.,System TnC,04/21/22 00:00:00,04/21/22 00:00:00,04/22/22 00:00:00
99691CA87A1A22D472229E47636FF20D,RACP,09/08/22 15:43:00,RAM-000198,Member-7489781,C“te d'Ivoire,Africa,1.1.,SystemLegalTnC,07/15/22 00:00:00,07/15/22 00:00:00,08/08/22 00:00:00
99DD55BB0A5FB403968E95DA33BD8AC5,RACP,09/08/22 15:43:00,RAM-000067,Member-2555096,Guatemala,Latin America,1.1.,SystemLegalTnC,09/09/21 00:00:00,09/09/21 00:00:00,09/13/21 00:00:00
99FCEAAC64E2A02DA12CD31CB5296F85,RACP,09/08/22 15:43:00,RAM-000121,Member-5454354,China,Asia and Pacific,1.0.,System TnC,12/14/21 00:00:00,12/14/21 00:00:00,12/14/21 00:00:00
